"ID","PMNNO","ACCNO","GENERIC NAME","FL"
294,"P000948",142735,"Coconut fatty acid polyester (PROVISIONAL)","P; XU"
295,"P000949",262501,"Alkoxy alkylmercaptan (PROVISIONAL)","P"
296,"P000952",173365,"Polyester polyurethane prepolymer (PROVISIONAL)","P; XU"
297,"P000956",137474,"Polyester polyurethane prepolymer (PROVISIONAL)","P; XU"
298,"P000958",172226,"1-Propanethiol, 3-(trisubstituted)-, hydrolysis products with dichlorodimethylsilane and silica (PROVISIONAL)","P; XU"
299,"P000959",160157,"1-Propanethiol, 3-(trisubstituted)-, hydrolysis products with dichlorodimethylsilane and silica (PROVISIONAL)","P; XU"
300,"P000960",136960,"Polyalkyleneoxy aliphatic urethane (PROVISIONAL)","P; XU"
301,"P000967",245046,"Polyurethane resin (PROVISIONAL)","P; XU"
302,"P000968",252494,"Polyurethane resin (PROVISIONAL)","P; XU"
303,"P000971",260072,"Benzenesulfonic acid, 3,3'-[[6-[substituted]-1,3,5-triazine-2,4-diyl]bis[imino(3-alkoxy-4,1-phenylene)azo]]bis-, lithium salt (PROVISIONAL)","P"
304,"P000972",257728,"Benzenesulfonic acid, 3,3'-[[6-[substituted]-1,3,5-triazine-2,4-diyl]bis[imino(3-alkoxy-4,1-phenylene)azo]]bis-, lithium sodium salt (PROVISIONAL)","P"
305,"P000975",161401,"Amine functional acrylic polymer salted with an organic acid (PROVISIONAL)","P; XU"
306,"P000976",167863,"Amine functional acrylic polymer salted with an organic acid (PROVISIONAL)","P; XU"
307,"P000978",277033,"Polyester resin (PROVISIONAL)","P; XU"
308,"P000979",270827,"Urethane acrylate (PROVISIONAL)","P; XU"
309,"P000980",245182,"Urethane acrylate (PROVISIONAL)","P"
310,"P000985",263117,"Aliphatic polyether polyurethane (PROVISIONAL)","P; XU"
311,"P000986",147865,"Dialkyl diether (PROVISIONAL)","P"
312,"P000988",174244,"Polyester, hydroxy functional (PROVISIONAL)","P; XU"
313,"P000990",141196,"Amine salt of polyurethane resin (PROVISIONAL)","P; XU"
314,"P000993",138751,"Substituted 6,6'-(1-methylethylidene)bis[3,4-dihydro-3-phenyl-1,3-benzoxazine]","P; S"
315,"P000995",251822,"Polyester resin (PROVISIONAL)","P; XU"
316,"P000996",261097,"Polyester resin (PROVISIONAL)","P; XU"
317,"P000997",169018,"2-Naphthalenesulfonic acid, 6-(substituted)-4-substituted-3[[4-[[2-(sulfooxy)sulfonyl]phenyl]azo]-, salt (PROVISIONAL)","P"
318,"P001003",150448,"Aliphatic urethane (PROVISIONAL)","P; XU"
319,"P001004",158431,"Polyester resin (PROVISIONAL)","P; XU"
320,"P001005",251322,"Polyester resin (PROVISIONAL)","P; XU"
321,"P001007",176024,"Colored aliphatic urethane (PROVISIONAL)","P; XU"
322,"P001008",175101,"Multifunctional polycarbodiimide (PROVISIONAL)","P; XU"
323,"P001009",273075,"Quaternary ammonium salt polymer (PROVISIONAL)","P; XU"
324,"P001018",266207,"Methoxy substituted aliphatic amine (PROVISIONAL)","P"
325,"P001021",240870,"Reaction product of cashew nutshell liquid, phenols, formaldehyde and substituted amines (PROVISIONAL)","P"
326,"P001023",175087,"Acrylic polyol (PROVISIONAL)","P; XU"
327,"P001024",259177,"Epoxy polyamine adduct (PROVISIONAL)","P; XU"
328,"P001025",261940,"Chlorinated polyester acrylate (PROVISIONAL)","P; XU"
329,"P001028",141970,"Pyridine carboxylic ester (PROVISIONAL)","P"
330,"P001029",136186,"Substituted pyridine (PROVISIONAL)","P"
331,"P001033",246094,"Substituted-((4,5-dihydro-3-methyl-5-oxo-(substituted carbomonocyclic)-1H-pyrazol-4-yl)azo)benzenesulfonic acid, mixed metal salt (PROVISIONAL)","P"
332,"P001037",242127,"Acrylic dispersant polymer (PROVISIONAL)","P; XU"
333,"P001038",250852,"Magnesium phenate (PROVISIONAL)","P; XU"
334,"P001041",279142,"Polyester acrylate (PROVISIONAL)","P; XU"
335,"P001046",232349,"Organic zirconium compound (PROVISIONAL)","P"
336,"P001047",239328,"Alkyl metal silicate (PROVISIONAL)","P"
337,"P001048",238596,"Alkyl metal silicate (PROVISIONAL)","P"
338,"P001049",177516,"Polyester resin (PROVISIONAL)","P; XU"
339,"P001051",236487,"Polyol fatty acid ester (PROVISIONAL)","P"
340,"P001052",269502,"Phenolic silicone (PROVISIONAL)","P; XU"
341,"P001053",234072,"Naphthalene sulfonic acid derivative (PROVISIONAL)","P"
342,"P001056",275560,"Polyester resin (PROVISIONAL)","P; XU"
343,"P001057",277497,"Azo dye, copper complex (PROVISIONAL)","P"
344,"P001059",255868,"Alkylstyryl polyurea resin (PROVISIONAL)","P; XU"
345,"P001060",252814,"Magnesium salt of phosphate ester (PROVISIONAL)","P"
346,"P001061",255368,"Modified ethylene/methyl acrylate copolymer (PROVISIONAL)","P; XU"
347,"P001066",147796,"Methacrylic acid copolymer (PROVISIONAL)","P; XU"
348,"P001067",278741,"Linear alkyl polyhydroxypolyester (PROVISIONAL)","P"
349,"P001076",251311,"Acrylic copolymer salt (PROVISIONAL)","P; XU"
350,"P001077",256247,"Ferric complex (PROVISIONAL)","P"
351,"P001078",276847,"Potassium sulfonate (PROVISIONAL)","P"
352,"P001085",249720,"Fluoroacrylate copolymer (PROVISIONAL)","E; P"
353,"P001090",254581,"Modified cationic acrylamide polymer (PROVISIONAL)","P; XU"
354,"P001091",255788,"Neutralized acrylate polymer (PROVISIONAL)","P; XU"
355,"P001094",139867,"Sodium salt of a naphthalene azo dyestuff (PROVISIONAL)","P"
356,"P001095",230310,"Isocyanate terminated urethane polymer (PROVISIONAL)","P; XU"
357,"P001096",265373,"Methacrylated aliphatic urethane (PROVISIONAL)","P; XU"
358,"P001099",231733,"Functionalized polymethine","P"
359,"P001101",240585,"Alkyl silsesquioxanes (PROVISIONAL)","P; XU"
360,"P001103",236705,"Aromatic isocyanate-polyester-polyether based urethane prepolymer with excess isocyanate (PROVISIONAL)","P; XU"
361,"P001104",239293,"Block polymer of aromatic diacid with alkane diamines, polysubstituted cycloalkanes and alkanediols (PROVISIONAL)","P; XU"
362,"P001106",234641,"Polymer of aliphatic/aromatic polycarboxylic acids and aliphatic/alicyclic polyols, neutralized with alkanolamine (PROVISIONAL)","P; XU"
363,"P001112",268827,"Amino acrylate (PROVISIONAL)","P"
364,"P001113",259688,"Amino acrylate (PROVISIONAL)","P"
365,"P001115",234141,"Acrylic dispersant polymer (PROVISIONAL)","P; XU"
366,"P001116",264778,"Unsaturated polyester (PROVISIONAL)","P; XU"
367,"P001117",267357,"Alkenyl keto acid (PROVISIONAL)","P"
368,"P001118",236727,"Alkenyl hydroxy acid (PROVISIONAL)","P"
369,"P001120",253340,"Polyester resin (PROVISIONAL)","P; XU"
370,"P001130",231404,"Acetylenic alcohol (PROVISIONAL)","P"
371,"P001131",245637,"Alkynyl acetate (PROVISIONAL)","P"
372,"P001132",242207,"Siloxanes and Silicones, aminoalkyl fluorooctyl, hydroxy-terminatedsalt","P; S"
373,"P001133",265680,"Carboxy modified polyester (PROVISIONAL)","P; XU"
374,"P001135",249048,"Acrylic polymer on the basis of n-hexyl methacrylate (PROVISIONAL)","P; XU"
375,"P001136",239908,"Substituted alkenyl succinic anhydride reaction product with polyalkylenepolyamine, alkylphenol, hydroxyalkylcarboxylic acid and an aldehyde (PROVISIONAL)","P; XU"
376,"P001137",260823,"Polyurethane dispersion (PROVISIONAL)","P; XU"
377,"P001142",150959,"Aliphatic methacrylate urethane oligomer (PROVISIONAL)","P; XU"
378,"P001143",240610,"Polyester acrylate (PROVISIONAL)","P; XU"
379,"P001144",244634,"Unsaturated alkyl acid (PROVISIONAL)","P"
380,"P001150",241817,"Poly(ester-ether) (PROVISIONAL)","P; XU"
381,"P001151",277135,"Poly(ester-ether) (PROVISIONAL)","P; XU"
382,"P001160",244496,"Styrene-methacrylate copolymer (PROVISIONAL)","P; XU"
383,"P001166",232190,"Aromatic silicone derivative, compds. with aromatic amine (PROVISIONAL)","P; XU"
384,"P001167",251786,"Acrylic solution polymer (PROVISIONAL)","P; XU"
385,"P001176",271319,"Polyester polyol (PROVISIONAL)","P; XU"
386,"P001177",162755,"Functionalized polyether (PROVISIONAL)","P; XU"
387,"P001180",266650,"Polyurethane acrylate copolymer (PROVISIONAL)","P; XU"
388,"P001181",232383,"Silated urethane polymer (PROVISIONAL)","P; XU"
389,"P001182",260209,"Propanoic acid, compds. with bisphenol A-an epoxy resin-epichlorohydrin-ethylenediamine-polyethylene glycol polymer-glycidyl o-tolyl ether reaction products (PROVISIONAL)","P; XU"
390,"P001188",236307,"Poly(oxyalkylene)bis(2-malamidoacetate) (PROVISIONAL)","P; XU"
391,"P001192",278207,"Toluene diisocyanate terminated polyether polyol (PROVISIONAL)","P; XU"
392,"P001196",260403,"Polyurethane polymer (PROVISIONAL)","P; XU"
393,"P001198",268394,"Alcohol alkoxylate (PROVISIONAL)","P; XU"
394,"P001205",278638,"6-Methoxy-1H-benz[de]isoquinoline-2[3H]-dione derivative","P; S"
395,"P001207",266616,"6-Methoxy-1H-benz[de]isoquinoline-2[3H]-dione derivative (PROVISIONAL)","P"
396,"P001209",250647,"Non-volatile, non-fused aromatic hydrocarbon (PROVISIONAL)","P"
397,"P001213",277760,"Polyester isocyanate prepolymer (PROVISIONAL)","P; XU"
398,"P001218",259484,"Aminosilanol polymer (PROVISIONAL)","P; XU"
399,"P001220",276825,"Phenol-biphenyl polymer condensate","P; S"
400,"P001224",238007,"Carbamated diol (PROVISIONAL)","P"
401,"P001225",253599,"1,7-Naphthalenedisulfonic acid, 2-[[substituted amino)-5-hydroxy-6-[(4-methyl-2-sulfophenyl)azo]-, salt (PROVISIONAL)","P"
402,"P001226",277771,"1,7-Naphthalenedisulfonic acid, 2-substituted amino-5-hydroxy-6-[(2-methoxy-5-(substituted)phenyl)azo]-, salt (PROVISIONAL)","P"
403,"P001228",243164,"Substituted benzophenone (PROVISIONAL)","P"
404,"P001229",259291,"Acrylic copolymer (PROVISIONAL)","P; XU"
405,"P010001",268576,"Chloroformate","P; S"
406,"P010002",262147,"Linear polyhydroxy polyester (PROVISIONAL)","P"
407,"P010004",242489,"Block polymer of aromaticdiacid with alkane diamines, polysubstituted cycloalkanes and alkanediols","P; XU"
408,"P010007",243799,"Ethylenediaminetetraacetic acid mixed salt","P; S"
409,"P010009",262932,"Halogenated arylsilane","P; S"
410,"P010011",244918,"Pentaerythritol ester of branched and linear fatty acids (PROVISIONAL)","P"
411,"P010015",263048,"Alkyl polysaccharide derivative (PROVISIONAL)","P; XU"
412,"P010016",239839,"Sugar acrylate copolymer (PROVISIONAL)","P; XU"
413,"P010017",279200,"Sugar acrylate copolymer (PROVISIONAL)","P; XU"
414,"P010025",235406,"Polyester polyurethane acrylate block copolymer (PROVISIONAL)","P; XU"
415,"P010026",230605,"Acrylic polymer salt (PROVISIONAL)","P; XU"
416,"P010027",234492,"Acid functional acrylic polymer (PROVISIONAL)","P; XU"
417,"P010028",233079,"Hydroxy functional acrylic polymer (PROVISIONAL)","P; XU"
418,"P010029",259893,"Dimethicone copolyol polyacrylate (PROVISIONAL)","P; XU"
419,"P010030",252734,"Polyurethane prepolymer (PROVISIONAL)","P; XU"
420,"P010031",279197,"Amine phosphate (PROVISIONAL)","P; XU"
421,"P010032",265953,"Urethane acrylate (PROVISIONAL)","P; XU"
422,"P010036",233875,"Polyalkenyl succinimide, ammonium salt (PROVISIONAL)","P"
423,"P010037",232929,"Polymeric scale inhibitor (PROVISIONAL)","P; XU"
424,"P010038",239420,"Alkyl phenyl siloxane (PROVISIONAL)","P"
425,"P010039",264574,"Dimethyl, methyl phenyl siloxane (PROVISIONAL)","P; XU"
426,"P010041",260389,"Hydroxy functional acrylic polymer (PROVISIONAL)","P; XU"
427,"P010042",238212,"Polyether epoxy polyurethane (PROVISIONAL)","P; XU"
428,"P010044",272801,"Cationic epoxy dispersion (PROVISIONAL)","P; XU"
429,"P010047",272516,"Modified alkyl ester (PROVISIONAL)","P; XU"
430,"P010058",245739,"Counter ions of alkenes, hydroformylation products, distn. residues(PROVISIONAL)","P"
431,"P010060",276643,"Alkyl phosphate (PROVISIONAL)","P"
432,"P010061",234287,"Reaction products of polypropylene glycol diamine with an epoxide (PROVISIONAL)","P; XU"
433,"P010065",266309,"Alkyl phosphate derivative (PROVISIONAL)","P; XU"
434,"P010066",250363,"Propanenitrile, 3-[[6-amino-2,2,4(or 2,4,4)-trimethylhexyl]amino]-,polymers with 5-amino-1,3,3-trimethylcyclohexanemethanamine, bisphenol A, bisphenol A-epichlorohydrin polymer-2,2,4(or 2,4,4)-trimethyl-1,6-hexanediamine reaction products with glycidyl o-tolyl ether and an epoxide (PROVISIONAL)","P; XU"
435,"P010069",257455,"Substituted naphthalene hydrazide","P; S"
436,"P010072",279404,"Oxylated isodecyl alcohol (PROVISIONAL)","P; XU"
437,"P010074",231346,"Modified styrene acrylate polymer (PROVISIONAL)","P; XU"
438,"P010076",265602,"Dimethyl terephthalate, polymer with cyclohexanedimethanol and disubstituted benzenedicarboxylic acid (PROVISIONAL)","P; XU"
439,"P010077",247495,"Disubstituted benzenecarboxylic acid","P; S"
440,"P010087",268543,"Polyether poly-t-butyl peroxycarbonate (PROVISIONAL)","P; XU"
441,"P010089",248432,"Vinyl pyrrolidone-acrylate copolymer (PROVISIONAL)","P; XU"
442,"P010094",244021,"Polyester resin (PROVISIONAL)","P; XU"
443,"P010095",230183,"Aliphatic urethane (PROVISIONAL)","P; XU"
444,"P010096",239497,"Amino resin, acrylate terminated (PROVISIONAL)","P; XU"
445,"P010097",254003,"Polyaziridinyl ester of an aliphatic alcohol","P; S"
446,"P010097",246469,"Polyaziridinyl ester of an aliphatic alcohol","P; S"
447,"P010102",258152,"Aromatic polyacylurea (PROVISIONAL)","P; XU"
448,"P010103",176182,"Phenolic resin modified rosin resin (PROVISIONAL)","P; XU"
449,"P010105",272630,"Substituted polyether polyurethane (PROVISIONAL)","P; XU"
450,"P010106",274625,"Hydrogen functional polysiloxane(s) (PROVISIONAL)","P; XU"
451,"P010107",270407,"Modified aliphatic isocyanate (PROVISIONAL)","P; XU"
452,"P010111",242763,"Dibenzimidazothianaphthalene","P; S"
453,"P010111",249468,"Dibenzimidazothianaphthalene","P; S"
454,"P010116",271364,"Fluorinated polyalkyl silicones (PROVISIONAL)","P; XU"
455,"P010121",276494,"Aromatic saturated copolymer (PROVISIONAL)","P; XU"
456,"P010123",275924,"Resorcinol azo dye (PROVISIONAL)","P"
457,"P010133",267584,"Alkoxyleted amine (PROVISIONAL)","P; XU"
458,"P010134",235508,"Polyurethane prepolymer (PROVISIONAL)","P; XU"
459,"P010135",250749,"Polyurethane prepolymer (PROVISIONAL)","P; XU"
460,"P010137",277271,"Inorganic metallic salt (PROVISIONAL)","P"
461,"P010138",251366,"Alkylolammonium salt of an acidic polymer (PROVISIONAL)","P; XU"
462,"P010139",253997,"n-Alkyl modified polyisocyanate, reaction products with diamine (PROVISIONAL)","P"
463,"P010140",271411,"Modified natural resin (PROVISIONAL)","P; XU"
464,"P010142",238518,"Polyester polyol (PROVISIONAL)","P; XU"
465,"P010145",232054,"Toluene diisocyanate polyurethane prepolymer (PROVISIONAL)","P; XU"
466,"P010146",267926,"Aliphatic amine salt of aromatic polyamic acid (PROVISIONAL)","P; XU"
467,"P010147",260970,"Epoxylated nitrile rubber (PROVISIONAL)","P; XU"
468,"P010153",232747,"Hydrocarbyl zirconium substance (PROVISIONAL)","P"
469,"P010154",273019,"Organic transition metal complex (PROVISIONAL)","P"
470,"P010156",239055,"Isocyanate functional polyester polyether urethane polymer (PROVISIONAL)","P; XU"
471,"P010157",242945,"Aminoalkoxysilane (PROVISIONAL)","P"
472,"P010160",240836,"Polymer dispersion of aromatic isocyanate, aliphatic polyols, and aliphatic amines (PROVISIONAL)","P; XU"
473,"P010161",262294,"Aliphatic capped polyester (PROVISIONAL)","P; XU"
474,"P010165",241646,"Polyethyleneimine propoxylate quat (PROVISIONAL)","P; XU"
475,"P010169",277179,"Aromatic polyester polyol (PROVISIONAL)","P; XU"
476,"P010169",213753,"Aromatic polyester polyol (PROVISIONAL)","P; XU"
477,"P010173",279062,"Silated urethane polymer (PROVISIONAL)","P; XU"
478,"P010176",273428,"Aromatic substituted diurea (PROVISIONAL)","P"
479,"P010177",261780,"Aromatic substituted diurea (PROVISIONAL)","P"
480,"P010179",238278,"Acrylate polymer (PROVISIONAL)","P; XU"
481,"P010182",161003,"Methacrylate copolymer (PROVISIONAL)","P; XU"
482,"P010183",245375,"Thiazine-indigo (PROVISIONAL)","P"
483,"P010184",271740,"Quaternary amine salt of a fatty acid polyester amide (PROVISIONAL)","P; XU"
484,"P010185",250272,"Fatty acids, tall oil, reaction products with castor oil and substituted amines (PROVISIONAL)","P"
485,"P010186",273859,"Fatty acids, tall oil, reaction products with castor oil and substituted amines, hydrochlorides (PROVISIONAL)","P"
486,"P010187",255324,"Fatty acids, tall oil, reaction products with castor oil and substituted amines, acetates (PROVISIONAL)","P"
487,"P010188",235779,"Fatty acids, tall oil, reaction products with castor oil and substituted amines, phosphates (PROVISIONAL)","P"
488,"P010190",245320,"Polyester acrylate (PROVISIONAL)","P; XU"
489,"P010193",249673,"Styrene-methacrylate copolymer (PROVISIONAL)","P; XU"
490,"P010196",263173,"Hydrocarbon resin (PROVISIONAL)","P; XU"
491,"P010208",232974,"Polyester polycarbamate (PROVISIONAL)","P"
492,"P010212",270667,"Polyester (PROVISIONAL)","P"
493,"P010216",234061,"Hydrocarbon resin (PROVISIONAL)","P; XU"
494,"P010220",264483,"Acrylate polymer (PROVISIONAL)","P; XU"
495,"P010221",267813,"Xanthylium, 3,6-diamino-9-(2-sulfophenyl)-, N,N'-bis(mixed substituted phenyl) derivs., inner salts (PROVISIONAL)","P"
496,"P010223",242876,"Xanthylium, 3,6-bis(methylamino)-9-(2-sulfophenyl)-, N,N'-bis(mixed2-substituted phenyl) derivs., inner salts (PROVISIONAL)","P"
497,"P010227",245626,"Decyl 4-nitrobenzene derivative (PROVISIONAL)","P"
498,"P010228",268714,"Acrylate polymer (PROVISIONAL)","P; XU"
499,"P010230",163021,"Hydrolyzed silane (PROVISIONAL)","P"
500,"P010231",232361,"Hydrogenated rosin ester (PROVISIONAL)","P; XU"
501,"P010233",232543,"Modified acrylic resin (PROVISIONAL)","P; XU"
502,"P010237",253704,"Acrylic polymer salt (PROVISIONAL)","P; XU"
503,"P010238",256429,"Modified polyacrylate (PROVISIONAL)","P; XU"
504,"P010240",243471,"Carboxylated epoxy cresol novolac acrylate (PROVISIONAL)","P; XU"
505,"P010244",266025,"Co-polymer of acrylic esters (PROVISIONAL)","P; XU"
506,"P010247",241204,"Fatty acids, polymers with aliphatic amines, phthalic anhydride andepoxide oligomers (PROVISIONAL)","P; XU"
507,"P010250",234607,"Substituted sulfonyl alkanoic acid ester (PROVISIONAL)","P"
508,"P010251",273008,"Aromatic substituted alkanoic acid derivative (PROVISIONAL)","P"
509,"P010254",246754,"Epoxy urethane acrylate (PROVISIONAL)","P; XU"
510,"P010262",269580,"Distillates (petroleum), steam-cracked, polymers with light steam-cracked petroleum conc. and tall oil fatty acid (PROVISIONAL)","P; XU"
511,"P010265",233682,"Distillates (petroleum), steam-cracked, polymers with light steam-cracked petroleum conc. (PROVISIONAL)","P; XU"
512,"P010271",270009,"Modified melamine formaldehyde resin (PROVISIONAL)","P; XU"
513,"P010279",236749,"Silicone salt (PROVISIONAL)","P"
514,"P010280",279539,"Acrylic polymer resin (PROVISIONAL)","P; XU"
515,"P010281",253771,"Acrylic copolymer (PROVISIONAL)","P; XU"
516,"P010282",234663,"Urethane acrylate (PROVISIONAL)","P; XU"
517,"P010283",273382,"Modified acrylic copolymer (PROVISIONAL)","P; XU"
518,"P010283",198244,"Modified acrylic copolymer (PROVISIONAL)","P; XU"
519,"P010298",262874,"Substituted propane","P; S"
520,"P010300",263719,"Maleinized polybutadiene (PROVISIONAL)","P; XU"
521,"P010301",142779,"Polyureapolyurethane polyol (PROVISIONAL)","P; XU"
522,"P010302",252916,"Polyureapolyurethane polyol (PROVISIONAL)","P; XU"
523,"P010304",247699,"Polyureapolyurethane polyol (PROVISIONAL)","P; XU"
524,"P010305",266478,"Polyureapolyurethane polyol (PROVISIONAL)","P; XU"
525,"P010317",145949,"Silyl derivative (PROVISIONAL)","P"
526,"P010319",234538,"Vinyl-terminated polydimethylsiloxane (PROVISIONAL)","P; XU"
527,"P010322",237935,"Fatty acids, C18-unsatd., dimers, polymers with fatty amines and ethylenediamine (PROVISIONAL)","P; XU"
528,"P010323",233499,"Fatty acids, C18-unsatd., dimers, hydrogenated, polymers with fattyamines and ethylenediamine (PROVISIONAL)","P; XU"
